,sID,Bigram #,Trial #,Bigram,IKI,string,resp_string
797,178,797,197,'v' 'a',0.06403306405991316,vanru,vanru
798,178,798,197, 'a' 'n',0.15993715822696686,vanru,vanru
799,178,799,197, 'n' 'r',0.11201362079009414,vanru,vanru
800,178,800,197, 'r' 'u',0.10389696899801493,vanru,vanru
801,178,801,198,'z' 'i',0.12797254556789994,zibja,zibja
802,178,802,198, 'i' 'b',0.22397835832089186,zibja,zibja
803,178,803,198, 'b' 'j',0.20799309201538563,zibja,zibja
804,178,804,198, 'j' 'a',0.0560779650695622,zibja,zibja
805,178,805,199,'t' 'h',0.0799217070452869,think,think
806,178,806,199, 'h' 'i',0.19999617338180542,think,think
807,178,807,199, 'i' 'n',0.2079548118636012,think,think
808,178,808,199, 'n' 'k',0.19999847374856472,think,think
809,178,809,200,'d' 'r',0.17598431697115302,druze,druze
810,178,810,200, 'r' 'u',0.1279774229042232,druze,druze
811,178,811,200, 'u' 'z',0.22391526913270354,druze,druze
812,178,812,200, 'z' 'e',0.28797948407009244,druze,druze
813,178,813,201,'p' 'y',0.40790076181292534,pykka,pykka
814,178,814,201, 'y' 'k',0.31208990002050996,pykka,pykka
815,178,815,201, 'k' 'k',0.12789238011464477,pykka,pykka
816,178,816,201, 'k' 'a',0.10412074392661452,pykka,pykka
817,178,817,202,'e' 'd',0.2239607349038124,edthe,edthe
818,178,818,202, 'd' 't',0.19204419618472457,edthe,edthe
819,178,819,202, 't' 'h',0.07993581984192133,edthe,edthe
820,178,820,202, 'h' 'e',0.08805924002081156,edthe,edthe
821,178,821,203,'k' 'r',0.0640120878815651,kremp,kremp
822,178,822,203, 'r' 'e',0.09598493995144963,kremp,kremp
823,178,823,203, 'e' 'm',0.13593781180679798,kremp,kremp
824,178,824,203, 'm' 'p',0.18406387930735946,kremp,kremp
825,178,825,204,'a' 'b',0.24002352077513933,about,about
826,178,826,204, 'b' 'o',0.07998491823673248,about,about
827,178,827,204, 'o' 'u',0.1839986708946526,about,about
828,178,828,204, 'u' 't',0.06405233824625611,about,about
829,178,829,205,'t' 'h',0.09602071205154061,therm,therm
830,178,830,205, 'h' 'e',0.1120363068766892,therm,therm
831,178,831,205, 'e' 'r',0.11196071933954954,therm,therm
832,178,832,205, 'r' 'm',0.11202887585386634,therm,therm
833,178,833,206,'b' 'e',0.06389515893533826,belly,belly
834,178,834,206, 'e' 'l',0.22411115420982242,belly,belly
835,178,835,206, 'l' 'l',0.14398966915905476,belly,belly
836,178,836,206, 'l' 'y',0.0640008170157671,belly,belly
837,178,837,207,'f' 'a',0.14401639997959137,faqir,faqir
