,keyDataConverted
2,"['LeftShift', 'A', ' ', 'b', 'a', 'd', ' ', 't', 'h', 'h', 'i', 'n', 'g', ' ', 'h', 'a', 's', ' ', 'b', 'e', 'e', 'n', ' ', 't', 'u', 'r', 'n', 'e', 'd', ' ', 'i', 'n', 't', 'o', ' ', 'a', ' ', 'g', 'o', 'o', 'd', ' ', 't', 'j', 'i', 'o', 'n', 'Backspace', 'Backspace', 'Backspace', 'Backspace', 'h', 'i', 'n', 't', '.', 'Return']"
3,"['CapsLock', 'LeftShift', 'O', 'U', 'R', ' ', 'F', 'CapsLock', 'f', 'o', 'r', 'c', 'e', 's', ' ', 'a', 'r', 'e', ' ', 'r', 'e', 'r', 'Backspace', 'a', 'd', 'y', ' ', 't', 'o', ' ', 'c', 'o', 'm', 'e', ' ', 'i', 'm', 'm', 'e', 'd', 'i', 'a', 't', 'e', 'l', 'y', '.', 'Return']"
4,"['LeftShift', 'D', 'o', ' ', 'y', 'o', 'u', ' ', 'w', 'a', 'n', 't', ' ', 't', 'o', ' ', 'e', 'a', 't', ' ', 'l', 'i', 'n', 'c', 'h', ' ', 's', 'o', 'm', 'e', 'w', 'h', 'e', 'r', 'e', ' ', 'b', 'e', 'f', 'o', 'r', 'e', 'LeftShift', '?', 'Return', '\\']"
5,"['LeftShift', 'J', 'u', 's', 't', ' ', 't', 'o', 'l', 'd', ' ', 't', 'h', 'e', 'm', ' ', 'LeftShift', 'I', ' ', 't', 'h', 'o', 'u', 'g', 'h', 't', ' ', 'i', 't', ' ', 'w', 'o', 'u', 'l', 'd', ' ', 'b', 'e', ' ', 'i', 'm', 'p', 'o', 's', 's', 'i', 'n', 'b', 'l', 'Backspace', 'Backspace', 'Backspace', 'b', 'l', 'e', '.', 'Return']"
6,"['LeftShift', 'S', 'u', 'n', 'd', 'a', 't', 'y', ' ', 't', 'i', 'c', 'l', 'Backspace', 'k', 'e', 't', 't', 'Backspace', 's', ' ', 'h', 'a', 'v', 'e', ' ', 'b', 'e', 'e', 'n', ' ', 'o', 'n', ' ', 's', 'a', 'l', 'e', ' ', 'f', 'o', 'r', ' ', 'w', 'e', 'e', 'k', 's', '.', '\\', 'Backspace', 'Return']"
7,"['LeftShift', 'I', 't', ' ', 'm', 'u', 's', ' ', 'Backspace', 't', ' ', 'b', 'v', 'e', ' ', 'Backspace', 'Backspace', 'Backspace', 'e', ' ', 'a', 'c', 'c', 'o', 'm', 'a', 'n', 'i', 'e', 'd', ' ', 'b', 'y', ' ', 'i', 'n', 'c', 'r', 'e', 'a', 's', 'e', 'd', ' ', 'p', 'r', 'o', 'd', 'i', 'c', 't', 'i', 'v', 'i', 't', 'y', 'Backspace', 'y', '.', 'Return']"
8,"['LeftShift', 'W', 'h', 'e', 'n', ' ', 'i', 't', ' ', 's', 'i', ' ', 'u', 's', 'Backspace', 'Backspace', 'Backspace', 'Backspace', 'Backspace', 'i', 'u', 'Backspace', 's', ' ', 'u', 's', 'e', 'd', ' ', 'w', 'e', ' ', 't', 'r', 'y', ' ', 't', 'Backspace', 'a', 'n', 'd', ' ', 'd', 'o', ' ', 'a', 's', ' ', 'm', 'a', 'n', 'y', ' ', 'p', 'a', 't', 'h', 's', ' ', 'a', 's', ' ', 'p', 'o', 's', 's', 'i', 'b', 'n', 'Backspace', 'l', 'e', 'Return']"
9,"['LeftShift', 'S', 'h', 'o', 'u', 'd', 'l', 'Backspace', 'Backspace', 'l', 'd', ' ', 'w', 'e', ' ', 'e', 'm', 'a', 'i', 'l', ' ', 't', 'h', 'i', 's', ' ', 't', 'o', ' ', 'y', 'o', 'u', ' ', 'o', 'r', ' ', 'f', 'a', 'x', ' ', 't', 'o', ' ', 'y', 'o', 'u', 'r', ' ', 'h', 'o', 'u', 's', 'e', 'LeftShift', '?', 'Return']"
10,"['LeftShift', 'I', ' ', 't', 'h', 'i', 'n', 'k', ' ', 't', 'h', 'a', 't', ' ', 'w', 'e', ' ', 's', 'h', 'o', 'u', 'l', 'd', ' ', 'e', 'n', 'f', 'o', 'r', 'c', 'e', ' ', 't', 'h', 'e', ' ', 'a', 'g', 'r', 'e', 'e', 'm', 'e', 'n', 't', '.', 'LeftShift', 'Return']"
11,"['LeftShift', 'L', 'e', 't', ' ', 'm', 'e', ' ', 'k', 'n', 'i', 'Backspace', 'o', 'w', ' ', 'i', 'f', ' ', 't', 'h', 'e', 'r', 'e', ' ', 'a', 'r', 'e', ' ', 'a', 'n', 'y', ' ', '=', 'Backspace', 'o', 't', 'h', 'e', 'r', ' ', 'p', 'r', 'o', 'b', 'l', 'e', 'm', 's', ' ', 'w', 'i', 't', 'h', ' ', 't', 'h', 'i', 's', '/', 'Backspace', '.', 'Return']"
12,"['LeftShift', 'I', ' ', 'a', 'm', ' ', 's', 'n', 'o', 'w', 'e', 'd', ' ', 'u', 'n', 'd', 'e', 'r', ' ', 't', 'h', 'e', 'Backspace', 'Backspace', 'Backspace', 'a', 'n', 'd', ' ', 'o', 'u', 't', ' ', 'o', 'f', ' ', 't', 'h', 'e', ' ', 'o', 'f', 'f', 'i', 'c', 'e', '.', 'Return']"
13,"['LeftShift', 'I', ' ', 'w', 'i', 'l', 'l', ' ', 'n', 'm', 'e', 'e', 'Backspace', 'Backspace', 'Backspace', 'Backspace', 'n', 'e', 'e', 'd', ' ', 't', 'o', ' ', 'h', 'a', 'v', 'e', ' ', 'm', 'y', ' ', 'm', 'e', 'm', 'o', 'r', 'e', 'Backspace', 'y', ' ', 'r', 'e', 'f', 'e', 's', 'h', 'e', 'd', 'Return']"
14,"['LeftShift', 'W', 'e', ' ', 't', 'a', ';', 'l', 'Backspace', 'k', 'e', 'd', ' ', 'w', 'Backspace', 'q', 'u', 'i', 'e', 't', 'l', 'y', ' ', 'w', 'h', 'i', 'l', 'e', ' ', 'e', 'v', 'e', 'r', 'y', 'b', 'o', 'd', 'y', ' ', 'g', 'r', 'a', 'Backspace', 'Backspace', 'a', 't', 'h', 'e', 'r', 'e', 'd', '.', 'Return', '\\']"
15,"['LeftShift', 'S', 'h', 'e', ' ', 's', 't', 'a', 't', 'Backspace', 'r', 'e', 'Backspace', 't', 'e', 'd', ' ', 's', 'i', 'n', 'g', 'i', 'u', 'n', 'g', 'Backspace', 'Backspace', 'Backspace', 'n', 'g', ' ', 'a', 'l', 'o', 'n', 'g', ' ', 's', 'o', 'f', 't', 'l', 'y', ' ', 'w', 'i', 't', 'h', ' ', 't', 'h', 'e', ' ', 'r', 'a', 'd', 'i', 'o', '/', 'Backspace', '.', 'Return']"
16,"['LeftShift', 'S', 'e', 'e', ' ', 'w', 'h', 'j', 'a', 't', 'Backspace', 'Backspace', 'Backspace', 'a', 't', ' ', 'c', 'o', 'n', 'c', 'e', 'r', 't', 's', ' ', 'w', 'e', ' ', 'h', 'a', 'v', 'e', ' ', 'f', 'o', 'r', ' ', 'y', 'o', 'u', ' ', 'i', 'n', ' ', 'y', 'o', 'u', 'r', ' ', 'c', 'i', 't', 'y', '.', 'Return']"
0,"['LeftShift', 'L', 'o', 'o', 'k', 'i', 'n', 'g', ' ', 'f', 'o', 'r', ' ', 's', 'o', 'm', 'e', ' ', 'g', 'i', 'f', 't', ' ', 'h', 'i', 'n', 't', 's', ' ', 'f', 'r', 'o', 'm', ' ', 'y', 'o', 'u', '.', 'Return']"
1,"['LeftShift', 'I', ' ', 'c', 'a', 'n', ""'"", 't', ' ', 't', 'e', 'l', 'l', ' ', 'y', 'o', 'u', ' ', 'w', 'h', 'e', 'n', ' ', 't', 'h', 'e', 'y', ""'"", 'l', 'l', ' ', 'b', 'e', 'b', 'Backspace', ' ', 'b', 'a', 'c', 'k', 'Return']"
2,"['LeftShift', 'A', ' ', 'b', 'a', 'd', ' ', 't', 'h', 'i', 'n', 'g', ' ', 'h', 'a', 's', ' ', 'b', 'e', 'e', 'n', ' ', 't', 'u', 'r', 'n', 'e', 'd', ' ', 'i', 'n', 't', 'o', ' ', 'a', ' ', 'g', 'o', 'o', 'd', ' ', 't', 'h', 'i', 'n', 'g', '.', 'Return']"
3,"['LeftShift', 'S', 'u', 'd', 'Backspace', 'n', 'd', 'a', 'y', ' ', 't', 'i', 'c', 'k', 'e', 't', 's', ' ', 'h', 'a', 'v', 'e', ' ', 'b', 'e', 'e', 'n', ' ', 'o', 'n', ' ', 's', 'a', 'l', 'e', ' ', 'f', 'o', 'r', ' ', 'w', 'e', 'e', 'k', 's', '.', 'Return']"
4,"['LeftShift', 'I', ' ', 'a', 'm', ' ', 's', 'n', 'o', 'w', 'e', 'd', ' ', 'u', 'n', 'd', 'e', 'r', ' ', 'a', 'n', 'd', ' ', 'o', 'u', 't', ' ', 'o', 'f', ' ', 't', 'h', 'e', ' ', 'o', 'f', 'f', 'i', 'c', 'e', '.', 'Return']"
5,"['LeftShift', 'W', 'h', 'e', 'n', ' ', 'i', 't', ' ', 'i', 's', ' ', 'u', 's', 'e', 'd', ' ', 'w', 'e', ' ', 't', 'r', 'y', ' ', 's', 'n', 'd', ' ', 'd', 'o', ' ', 'a', 's', ' ', 'm', 'a', 'n', 'y', ' ', 'p', 'a', 't', 'h', 's', ' ', 'a', 's', ' ', 'p', 'o', 's', 's', 'i', 'b', 'l', 'e', '.', 'Return']"
6,"['LeftShift', 'J', 'u', 's', 't', ' ', 't', 'o', 'l', 'd', ' ', 't', 'h', 'e', 'm', ' ', 'i', ' ', 't', 'h', 'o', 'u', 'g', 'h', 't', ' ', 'i', 't', ' ', 'w', 'o', 'u', 'l', 'd', ' ', 'b', 'e', ' ', 'i', 'm', 'p', 'o', 's', 's', 'i', 'b', 'l', 'e', '.', ' ', 'Return']"
7,"['LeftShift', 'S', 'h', 'e', ' ', 's', 't', 'a', 'r', 't', 'e', 'd', ' ', 's', 'i', 'n', 'g', 'i', 'n', 'g', ' ', 'a', 'l', 'o', 'n', 'g', ' ', 'o', 'Backspace', 's', 'o', 'f', 'l', 't', ' ', 'y', 'Backspace', 'Backspace', 'y', ' ', 't', 'Backspace', 'w', 'i', 't', 'h', ' ', 't', 'e', ' ', 'r', 'a', 'd', 'i', 'o', '.', 'Return']"
8,"['LeftShift', 'D', 'o', ' ', 'y', 'o', 'u', ' ', 'w', 'a', 'n', 't', ' ', 't', 'o', ' ', 'e', 'a', 't', ' ', 'l', 'u', 'n', 'c', 'h', ' ', 's', 'o', 'm', 'e', 'w', 'h', 'e', 'r', 'e', ' ', 'b', 'e', 'f', 'o', 'r', 'e', 'LeftShift', '?', 'Return']"
9,"['LeftShift', 'I', ' ', 't', 'h', 'i', 'n', 'k', ' ', 't', 'a', 'Backspace', 'h', 'a', 't', ' ', 'w', 'e', ' ', 's', 'h', 'o', 'u', 'l', 'd', ' ', 'e', 'n', 'f', 'o', 'r', 'c', 'e', ' ', 't', 'h', 'e', ' ', 'a', 'g', 'r', 'e', 'e', 'm', 'e', 'n', 't', '.', 'Return']"
10,"['LeftShift', 'S', 'h', 'o', 'u', 'l', 'd', ' ', 'w', 'e', ' ', 'e', 'm', 'a', 'i', 'l', ' ', 't', 'h', 'i', 's', ' ', 't', 'o', ' ', 'y', 'o', 'u', ' ', 'o', 'r', ' ', 'f', 'a', 'x', ' ', 'i', 't', ' ', 't', 'o', ' ', 'y', 'o', 'u', 'r', ' ', 'h', 'o', 'u', 's', 'e', 'LeftShift', '?', 'Return']"
11,"['LeftShift', 'O', 'u', 'r', ' ', 'o', 'Backspace', 'f', 'o', 'c', '=', 'r', 'c', 'e', 's', ' ', 'a', 'r', 'e', ' ', 'r', 'e', 'a', 'd', 'y', ' ', 't', 'o', ' ', 'c', 'o', 'm', 'e', ' ', 'i', 'm', 'm', 'e', 'd', 'i', 't', 'a', 't', 'e', 'l', 'y', '.', 'Return']"
12,"['LeftShift', 'S', 'e', 'e', ' ', 'w', 'h', 'a', 't', ' ', 'c', 'o', 'n', 'c', 'e', 'r', 't', 's', ' ', 'w', 'e', ' ', 'h', 'a', 'v', 'e', ' ', 'f', 'o', ' ', 'Backspace', 'r', ' ', 'y', 'o', 'u', ' ', 'i', 'n', ' ', 'y', 'o', 'u', 'r', ' ', 'c', 'i', 't', 'y', '.', 'Return']"
13,"['LeftShift', 'L', 'e', 't', ' ', 'm', 'e', ' ', 'k', 'n', 'o', 'w', ' ', 'i', 'f', ' ', 't', 'h', 'e', 'r', 'e', ' ', 'a', 'r', 'e', ' ', 'a', 'n', 'y', ' ', 'o', 't', 'h', 'e', 'r', ' ', 'p', 'r', 'o', 'b', 'l', 'e', 'm', 's', ' ', 'w', 'i', 't', 'h', ' ', 't', 'h', 'i', 's', '.', 'Return']"
14,"['LeftShift', 'I', 't', ' ', 'm', 'u', 's', 't', ' ', 'b', 'e', ' ', 'a', 'c', 'c', 'o', 'm', 'p', 'a', 'n', 'i', 'e', 'd', ' ', 'b', 'y', ' ', 'i', 'n', 'c', 'r', 'e', 'a', 's', 'e', 'd', ' ', 'p', 'r', 'o', 'd', 'u', 'c', 't', 'i', 'v', 'i', 't', 'y', '.', 'Return']"
15,"['LeftShift', 'I', ' ', 'w', 'i', 'l', 'l', ' ', 'n', 'e', 'e', 'd', ' ', 't', 'o', ' ', 'h', 'a', 'v', 'e', ' ', 'm', 'y', ' ', 'm', 'e', 'm', 'o', 'r', 'y', ' ', 'r', 'e', 'f', 'r', 'e', 's', 'h', 'e', 'd', ' ', '', 'Return']"
16,"['LeftShift', 'W', 'e', ' ', 't', 'a', 'l', 'k', 'e', 'd', ' ', 'w', 'Backspace', 'q', 'u', 'i', 'e', 't', 'l', 'y', ' ', 'w', 'h', 'i', 'l', 'e', ' ', 'e', 'v', 'e', 'r', 'y', 'b', 'o', 'd', 'y', ' ', 'g', 'a', 't', 'h', 'e', 'r', 'e', 'd', '.', 'Return']"
0,"['LeftShift', 'L', 'o', 'o', 'k', 'i', 'n', 'g', ' ', 'f', 'o', 'r', ' ', 's', 'o', 'm', 'e', ' ', 'f', 'i', 'Backspace', 'Backspace', 'g', 'i', 'f', 't', ' ', 'h', 'i', 'n', 't', 's', ' ', 'f', 'r', 'o', 'm', ' ', 'y', 'o', 'u', '.', 'Return']"
1,"['LeftShift', 'I', ' ', 'c', 'a', 'n', ""'"", 't', ' ', 't', 'e', 'l', 'l', ' ', 'y', 'o', 'u', ' ', 'w', 'h', 'e', 'n', ' ', 'y', 't', 'Backspace', 'Backspace', 't', 'e', 'h', 'Backspace', 'Backspace', 'h', 'e', 'y', ""'"", 'l', 'l', ' ', 'b', 'e', ' ', 'b', 'a', 'c', 'k', '.', 'Return']"
2,"['LeftShift', 'L', 'e', 't', ' ', 'm', 'e', ' ', 'k', 'n', 'o', 'w', ' ', 'i', 'f', ' ', 't', 'h', 'e', 'r', 'e', ' ', 'a', 'r', 'e', ' ', 'a', 'n', 'y', ' ', 'o', 't', 'h', 'e', 'r', ' ', 'p', 'r', 'o', 'b', 'l', 'e', 'm', 's', ' ', 'w', 'i', 't', 'h', ' ', 't', 'h', 'i', 's', '.', 'Return']"
3,"['LeftShift', 'S', 'e', 'e', ' ', 'w', 'h', 'a', 't', ' ', 'c', 'o', 'n', 'c', 'e', 'r', 't', 's', ' ', 'w', 'e', ' ', 'h', 'a', 'v', 'e', ' ', 'f', 'o', 'r', ' ', 'o', 'Backspace', 'y', 'o', 'u', ' ', 'i', 'n', ' ', 'y', 'o', 'u', 'r', ' ', 'c', 'i', 't', 'y', 'Return']"
4,"['LeftShift', 'D', 'o', ' ', 'y', 'u', 'Backspace', 'o', 'u', ' ', 'w', 'a', 'n', 't', ' ', 't', 'o', ' ', 'e', 'a', 't', ' ', 'l', 'u', 'm', 'n', 'Backspace', 'Backspace', 'n', 'c', 'h', ' ', 's', 'o', 'm', 'e', 'h', 'w', 'e', 'r', 'e', ' ', 'b', 'e', 'f', 'o', 'r', 'e', 'LeftShift', '?', 'Return']"
5,"['LeftShift', 'O', ' ', 'Backspace', 'Backspace', 'LeftShift', 'I', ' ', 't', 'h', 'i', 'n', 'k', ' ', 't', 'h', 'a', 't', ' ', 'w', 'e', ' ', 's', 'h', 'o', 'u', 'l', 'd', ' ', 'e', 'n', 'f', 'o', 'r', 'c', 'e', ' ', 't', 'h', 'e', ' ', 'a', 'r', 'Backspace', 'g', 'r', 'e', 'e', 'm', 'e', 'n', 't', '.', 'Return']"
6,"['LeftShift', 'S', 'u', 'd', 'Backspace', 'n', 'd', 'a', 'y', ' ', 't', 'i', 'c', 'k', 'e', 't', 's', ' ', 'h', 'a', 'v', 'e', ' ', 'b', 'e', 'e', 'n', ' ', 'o', 'n', ' ', 's', 'a', 'l', 'e', ' ', 'f', 'o', 'r', ' ', 'w', 'e', 'e', 'k', 's', '.', 'Return']"
7,"['LeftShift', 'A', ' ', 'b', 'a', 'd', ' ', 't', 'h', 'n', 'Backspace', 'i', 'n', 'g', ' ', 'h', 'a', 's', ' ', 'b', 'e', 'e', 'n', ' ', 't', 'u', 'n', 'Backspace', 'r', 'n', 'e', 'd', ' ', 'i', 'n', 't', 'o', ' ', 'a', ' ', 'g', 'o', 'o', 'd', ' ', 't', 'h', 'i', 'n', 'g', '.', 'Return']"
8,"['LeftShift', 'I', 't', ' ', 'm', 'u', 's', 't', ' ', 'b', 'e', ' ', 'a', 'c', 'c', 'o', 'm', 'p', 'a', 'n', 'i', 'e', 'd', ' ', 'b', 'y', ' ', 'i', 'n', 'c', 'r', 'e', 'a', 'e', 'Backspace', 's', 'e', 'd', ' ', 'p', 'r', 'o', 'd', 'u', 'c', 't', 'i', 'v', 'i', 't', 'y', '.', 'Return']"
9,"['LeftShift', 'I', ' ', 'a', 'm', ' ', 's', 'n', 'o', 'w', 'e', 'd', ' ', 'u', 'n', 'd', 'e', 'r', ' ', 'a', 'n', 'd', ' ', 'o', 'u', 't', ' ', 'o', 'f', ' ', 't', 'h', 'e', ' ', 'o', 'f', 'f', 'i', 'c', 'e', '.', 'Return']"
10,"['LeftShift', 'S', 'h', 'e', ' ', 's', 't', 'a', 'r', 't', 'e', 'd', ' ', 's', 'i', 'n', 'g', 'l', 'y', 'Backspace', 'Backspace', 'i', 'n', 'g', ' ', 'a', 'l', 'o', 'n', 'g', ' ', 's', 'o', 'f', 'l', 'y', ' ', 'w', 'i', 't', ' ', 't', 'Backspace', 'Backspace', 'h', 't', 'Backspace', ' ', 't', 'h', 'e', ' ', 'r', 'a', 'd', 'i', 'o', '.', 'Return']"
11,"['LeftShift', 'S', 'h', 'o', 'u', 'l', 'd', ' ', 'w', 'e', ' ', 'e', 'm', 'i', 'a', 'l', ' ', 't', 'h', 'i', 's', ' ', 't', 'o', ' ', 'y', 'o', 'u', ' ', 'o', 'r', ' ', 'f', 'a', 'x', ' ', 't', 'o', ' ', 'y', 'o', 'u', 'r', ' ', 'h', 'o', 'u', 's', 'e', 'LeftShift', '?', 'Return']"
12,"['LeftShift', 'J', 'u', 's', 't', ' ', 't', 'o', 'l', 'd', ' ', 't', 'h', 'e', 'm', ' ', 'LeftShift', 'I', ' ', 't', 'h', 'o', 'u', 'g', 'h', 't', ' ', 'i', 't', ' ', 'w', 'o', 'u', 'l', 'd', ' ', 'b', 'e', ' ', 'i', 'm', 'p', 'o', 's', 's', 'i', 'b', 'l', 'e', '.', 'Return']"
13,"['LeftShift', 'I', ' ', 'w', 'i', 'l', 'l', ' ', 'n', 'e', 'e', 'd', ' ', 't', 'o', ' ', 'h', 'a', 'v', 'e', ' ', 'm', 'y', ' ', 'm', 'e', 'm', 'o', 'r', 'y', ' ', 'r', 'e', 'f', 'r', 'e', 's', 'h', 'e', 'd', '.', 'Return']"
14,"['LeftShift', 'O', 'u', 'r', ' ', 'f', 'o', 'r', 'c', 'e', 's', ' ', 'a', 'r', 'e', ' ', 'r', 'e', 'a', 'd', 'y', ' ', 't', 'o', ' ', 'c', 'o', 'm', ' ', 'e', 'Backspace', 'Backspace', 'e', ' ', 'i', 'm', 'm', 'e', 'd', 'i', 'a', 't', 'e', 'l', 'y', '.', 'Return']"
15,"['LeftShift', 'W', 'h', 'e', 'n', ' ', 'i', 't', ' ', 'i', 's', ' ', 'u', 's', 'e', 'd', ' ', 'w', 'e', ' ', 't', 'r', 'y', ' ', 'a', 'n', 'd', ' ', 'd', 'o', ' ', 'a', 's', ' ', 'm', 'a', 'n', 'y', ' ', 'p', 'a', 't', 'h', 's', ' ', 'a', 's', ' ', 'p', 'o', 's', 's', 'i', 'n', 'b', 'l', 'e', 'Backspace', 'Backspace', 'Backspace', 'Backspace', 'b', 'l', 'e', '.', 'Return']"
16,"['LeftShift', 'W', 'e', ' ', 't', 'a', 'l', 'k', 'e', 'd', ' ', 'w', 'u', 'Backspace', 'Backspace', 'q', 'u', 'i', 'e', 't', 'l', 'y', ' ', 'w', 'h', 'i', 'l', 'e', ' ', 'e', 'v', 'e', 'r', 'y', 'b', 'o', 'd', 'y', ' ', 'g', 'a', 't', 'h', 'e', 'r', 'e', 'd', '.', 'Return']"
0,"['LeftShift', 'L', 'o', 'o', 'k', 'i', 'n', 'g', ' ', 'f', 'o', 'r', ' ', 's', 'o', 'm', 'e', ' ', 'g', 'i', 'f', 't', ' ', 'h', 'i', 'n', 't', 's', ' ', 'f', 'r', 'o', 'm', ' ', 'y', 'o', 'u', '/', '.', 'Backspace', 'Backspace', '.', ' ', 'Return']"
1,"['LeftShift', 'I', ' ', 'c', 'a', 'n', ""'"", 't', ' ', 't', 'e', 'l', 'l', ' ', 'y', 'o', 'u', ' ', 'w', 'h', 'e', 'n', ' ', 't', 'h', 'e', 'y', ""'"", 'l', 'l', ' ', 'b', 'e', ' ', 'b', 'a', 'c', 'k', '.', ' ', 'Backspace', 'Return']"
2,"['LeftShift', 'S', 'h', 'o', 'u', 'l', 'd', ' ', 'w', 'e', ' ', 'e', 'm', 'a', 'i', 'l', ' ', 't', 'h', 'i', 's', ' ', 't', 'o', ' ', 'y', 'o', 'u', ' ', 'o', 'r', ' ', 'f', 'a', 'x', 't', ' ', 'o', 'Backspace', 'Backspace', 'Backspace', ' ', 't', 'o', ' ', 'y', 'o', 'u', 'r', ' ', 'h', 'o', 'u', 's', 'e', 'RightShift', '?', 'Return']"
3,"['LeftShift', 'S', 'h', 'e', ' ', 's', 't', 'a', 'r', 't', 'e', 'd', ' ', 's', 'i', 'n', 'g', 'i', 'n', 'g', ' ', 'a', 'l', 'o', 'n', 'g', ' ', 's', 'o', 'f', 't', 'l', 'y', ' ', 'w', 'i', 't', 'h', 't', ' ', 'h', 't', 'Backspace', 't', 'Backspace', 'Backspace', 't', 'h', 'e', ' ', 'r', 'a', 'd', 'i', 'o', '.', 'Return']"
4,"['LeftShift', 'I', ' ', 'a', 'm', ' ', 's', 'n', 'o', 'w', 'e', 'd', ' ', 'u', 'n', 'd', 'e', 'r', ' ', 'a', 'n', 'd', ' ', 'o', 'u', 't', ' ', 'o', 'f', ' ', 't', 'h', 'e', ' ', 'o', 'f', 'f', 'i', 'c', 'e', '.', 'Return']"
5,"['LeftShift', 'W', 'h', 'e', 'n', ' ', 'i', 't', ' ', 'i', 's', ' ', 'u', 's', 'e', 'd', ' ', 'w', 'e', ' ', 't', 'r', 'y', ' ', 'a', 'n', 'd', ' ', 'd', 'o', ' ', 'a', 's', ' ', 'm', 'a', 'n', 'y', ' ', '[', 'a', 't', 'h', 's', 'Backspace', 'Backspace', 'Backspace', 'Backspace', 'Backspace', 'p', 'a', 'h', 't', 's', ' ', 'a', 'Backspace', 'Backspace', 'Backspace', 'Backspace', 't', 'Backspace', 'Backspace', 't', 'h', 's', ' ', 'a', 's', ' ', 'p', 'o', 's', 's', 'i', 'b', 'l', 'e', '.', 'Return']"
6,"['LeftShift', 'I', ' ', 'w', 'i', 'l', 'l', ' ', 'n', 'e', 'e', 'd', ' ', 't', 'o', ' ', 'h', 'a', 'v', 'e', ' ', 'm', 'y', ' ', 'm', 'e', 'm', 'o', 'r', 'y', ' ', 'r', 'e', 'f', 'r', 'e', 's', 'h', 'e', 'd', '.', 'Return']"
7,"['LeftShift', 'L', 'e', 't', ' ', 'm', 'e', ' ', 'k', 'n', 'o', 'w', ' ', 'i', 'f', ' ', 't', 'h', 'e', 'r', 'e', ' ', 'a', 'r', 'e', ' ', 'm', 'Backspace', 'a', 'n', 't', 'y', 'Backspace', 'Backspace', 't', ' ', 'Backspace', 'Backspace', 'y', ' ', 'o', 't', 'h', 'e', 'r', ' ', 'p', 'r', 'o', 'b', 'l', 'e', 'm', 's', ' ', 'w', 'i', 't', 'h', ' ', 't', 'h', 'i', 's', '.', 'Return']"
8,"[' ', 'Backspace', 'LeftShift', 'A', ' ', 'b', 'a', 'd', ' ', 't', 'h', 'i', 'n', 'g', ' ', 'h', 'a', 's', ' ', 'b', 'e', 'e', 'n', ' ', 't', 'u', 'r', 'n', 'e', 'd', ' ', 'i', 'n', 't', 'o', ' ', 'a', ' ', 'g', 'o', 'o', 'd', ' ', 't', 'h', 'i', 'n', 'g', '.', ' ', '', 'Return']"
9,"['LeftShift', 'I', 't', ' ', 'm', 'u', 's', 't', ' ', 'b', 'e', ' ', 'a', 'c', 'c', 'o', 'm', 'p', 'a', 'n', 'i', 'e', 'd', ' ', 'b', 'y', ' ', 'i', 'n', 'c', 'r', 'e', 'a', 's', 'e', 'd', ' ', 'p', 'r', 'o', 'd', 'u', 'c', 't', 'i', 'v', 'i', 't', 'y', ' ', '', 'Return']"
10,"['LeftShift', 'S', 'u', 'n', 'd', 'a', 'y', ' ', 't', 'i', 'c', 'k', 'e', 't', 's', ' ', 'h', 'a', 'v', 'e', ' ', 'b', 'e', 'e', 'n', ' ', 'o', 'n', ' ', 's', 'a', 'l', 'e', ' ', 'f', 'o', 'r', ' ', 'w', 'e', 'e', 'k', 's', ' ', '', 'Return']"
11,"['LeftShift', 'O', 'u', 'r', ' ', 'f', 'o', 'r', 'c', 'e', 's', ' ', 'a', 'r', 'e', ' ', 'r', 'e', 'a', 'd', 'y', ' ', 't', 'o', ' ', 'c', 'o', 'm', 'e', ' ', 'i', 'm', 'm', 'e', 'd', 'i', 'a', 't', 'e', 'l', 'y', ' ', '', 'Return']"
12,"['LeftShift', 'W', 'e', ' ', 't', 'a', 'l', 'k', 'e', 'd', ' ', 'q', 'u', 'i', 'e', 't', 'l', 'y', ' ', 'w', 'h', 'i', 'l', 'e', ' ', 'e', 'v', 'e', 'r', 'y', 'b', 'o', 'd', 'y', ' ', 'g', 'a', 't', 'h', 'e', 'r', 'e', 'd', '.', 'Return']"
13,"[' ', 'Backspace', 'LeftShift', 'I', ' ', 't', 'h', 'i', 'n', 'k', ' ', 't', 'h', 'a', 't', ' ', 'w', 'e', ' ', 's', 'h', 'o', 'u', 'l', 'd', ' ', 'e', 'n', 'f', 'o', 'r', 'c', 'e', ' ', 't', 'h', 'e', ' ', 'a', 'g', 'r', 'e', 'e', 'm', 'e', 'n', 't', ' ', '', 'Return']"
14,"['LeftShift', 'S', 'g', 'Backspace', 'e', 'e', ' ', 't', 'Backspace', 'w', 'h', 'a', 't', ' ', 'c', 'o', 'n', 'c', 'e', 'r', 't', 's', ' ', 'w', 'e', ' ', 'a', 'Backspace', 'h', 'a', 'v', 'e', ' ', 'f', 'o', 'r', ' ', 'y', 'o', 'u', ' ', 'i', 'n', ' ', 'y', 'o', 'u', 'r', ' ', 'c', 'i', 't', 'y', ' ', '', 'Return']"
15,"[' ', 'Backspace', 'LeftShift', 'D', 'o', ' ', 'y', 'o', 'u', ' ', 'w', 'a', 'n', 't', ' ', 't', 'o', ' ', 'e', 'a', 't', ' ', 'l', 'u', 'n', 'c', 'h', ' ', 's', 'm', 'Backspace', 'p', ' ', '', 'Backspace', 'Backspace', 'o', 'o', 'm', 'e', 'w', 'h', 'e', 'r', 'e', ' ', 'b', 'e', 'f', 'o', 'r', 'e', 'Return', 'RightShift']"
